DATE,M4,TA,FFR,CC,NGDP
2010-03,8.881784197001252e-16,0.019999999999999574,0.020000000000000004,0.009999999999999787,-0.18999999999999773
2010-04,0.019999999999999574,-0.009999999999999787,-0.010000000000000009,-0.009999999999999787,-0.17999999999999972
2010-05,-0.009999999999999787,-0.009999999999999787,-0.03,0.0,0.35999999999999943
2010-06,-0.009999999999999787,0.009999999999999787,-0.020000000000000018,0.009999999999999787,-0.17999999999999972
2010-07,0.019999999999999574,-0.019999999999999574,0.020000000000000018,-0.009999999999999787,-0.16999999999999815
2010-08,8.881784197001252e-16,0.009999999999999787,0.010000000000000009,0.0,0.3399999999999963
2010-09,-0.010000000000000675,-0.009999999999999787,0.0,0.010000000000000675,-0.16999999999999815
2010-10,0.009999999999999787,0.009999999999999787,-0.020000000000000018,-8.881784197001252e-16,-0.16000000000000014
2010-11,-0.009999999999999787,0.009999999999999787,0.010000000000000009,0.0,0.3200000000000003
2010-12,-0.009999999999999787,0.019999999999999574,-0.010000000000000009,0.0,-0.16000000000000014
2011-01,0.009999999999999787,-0.00999999999999801,2.7755575615628914e-17,-0.009999999999999787,-0.14999999999999858
2011-02,0.0,-1.7763568394002505e-15,-2.7755575615628914e-17,0.0,0.29999999999999716
2011-03,0.0,0.019999999999999574,-0.009999999999999981,0.020000000000000462,-0.14999999999999858
2011-04,0.009999999999999787,-0.00999999999999801,-0.020000000000000018,-0.010000000000000675,-0.14000000000000057
2011-05,0.0,-1.7763568394002505e-15,0.03,-0.009999999999999787,0.28000000000000114
2011-06,-0.019999999999999574,0.0,0.010000000000000009,0.009999999999999787,-0.14000000000000057
2011-07,0.019999999999999574,-0.019999999999999574,-0.01999999999999999,8.881784197001252e-16,-0.129999999999999
2011-08,-0.019999999999999574,-0.009999999999999787,0.04999999999999999,-0.010000000000000675,0.259999999999998
2011-09,0.009999999999999787,0.0,-0.05,0.009999999999999787,-0.129999999999999
2011-10,0.0,-0.009999999999999787,0.010000000000000009,-0.009999999999999787,-0.120000000000001
2011-11,0.0,0.0,0.01999999999999999,0.009999999999999787,0.240000000000002
2011-12,0.0,0.040000000000000924,-0.01999999999999999,0.0,-0.120000000000001
2012-01,0.009999999999999787,-0.02000000000000135,0.01999999999999999,8.881784197001252e-16,-0.10999999999999943
2012-02,-0.009999999999999787,-0.009999999999999787,0.010000000000000009,-0.010000000000000675,0.21999999999999886
2012-03,0.0,-0.009999999999999787,0.009999999999999995,0.019999999999999574,-0.10999999999999943
2012-04,0.009999999999999787,-1.7763568394002505e-15,-0.01999999999999999,-0.019999999999999574,-0.09999999999999787
2012-05,-0.009999999999999787,0.010000000000001563,0.009999999999999981,0.009999999999999787,0.19999999999999574
2012-06,0.010000000000000675,0.0,-0.01999999999999999,-0.009999999999999787,-0.09999999999999787
2012-07,-0.010000000000000675,0.0,0.0,0.009999999999999787,-0.08999999999999986
2012-08,0.009999999999999787,-0.009999999999999787,-0.03,-0.009999999999999787,0.17999999999999972
2012-09,-0.009999999999999787,0.0,0.04000000000000001,0.010000000000000675,-0.08999999999999986
2012-10,0.0,0.009999999999999787,0.009999999999999981,-0.010000000000000675,-0.08999999999999986
2012-11,0.009999999999999787,0.019999999999999574,-0.01999999999999999,0.019999999999999574,0.17999999999999972
2012-12,0.0,-0.00999999999999801,0.010000000000000009,-0.019999999999999574,-0.08999999999999986
2013-01,8.881784197001252e-16,0.00999999999999801,-0.04000000000000001,0.009999999999999787,-0.07000000000000028
2013-02,-0.02000000000000135,0.019999999999999574,0.03999999999999998,-0.009999999999999787,0.14000000000000057
2013-03,0.010000000000000675,-0.00999999999999801,-0.019999999999999962,0.010000000000000675,-0.07000000000000028
2013-04,0.010000000000000675,-1.7763568394002505e-15,0.019999999999999962,-0.010000000000000675,-0.07000000000000028
2013-05,-0.010000000000000675,0.0,-0.049999999999999975,0.009999999999999787,0.14000000000000057
2013-06,0.0,-0.00999999999999801,0.01999999999999999,-0.009999999999999787,-0.07000000000000028
2013-07,0.0,0.00999999999999801,0.020000000000000004,0.009999999999999787,-0.05999999999999872
2013-08,0.0,0.0,-0.009999999999999995,-0.009999999999999787,0.11999999999999744
2013-09,0.009999999999999787,-0.019999999999999574,0.009999999999999995,0.009999999999999787,-0.05999999999999872
2013-10,-0.009999999999999787,0.02000000000000135,0.009999999999999995,-0.009999999999999787,-0.03999999999999915
2013-11,0.0,-1.7763568394002505e-15,-0.01999999999999999,0.010000000000000675,0.0799999999999983
2013-12,0.0,-0.009999999999999787,0.01999999999999999,-8.881784197001252e-16,-0.03999999999999915
2014-01,0.0,1.7763568394002505e-15,-0.029999999999999985,-0.009999999999999787,-0.03999999999999915
2014-02,0.009999999999999787,-1.7763568394002505e-15,0.01999999999999999,0.0,0.0799999999999983
2014-03,-0.009999999999999787,-0.009999999999999787,0.009999999999999995,0.019999999999999574,-0.03999999999999915
2014-04,0.0,0.009999999999999787,0.0,-0.009999999999998899,-0.019999999999999574
2014-05,0.0,-0.009999999999999787,-0.009999999999999995,-0.010000000000000675,0.03999999999999915
2014-06,0.0,0.0,0.010000000000000009,0.0,-0.019999999999999574
2014-07,0.0,1.7763568394002505e-15,-0.020000000000000018,0.009999999999999787,-0.00999999999999801
2014-08,0.0,-0.010000000000001563,0.010000000000000009,-0.009999999999999787,0.01999999999999602
2014-09,0.0,0.009999999999999787,0.0,0.0,-0.00999999999999801
2014-10,0.009999999999999787,-0.009999999999999787,0.0,0.009999999999999787,0.0
2014-11,-0.009999999999999787,0.009999999999999787,0.0,0.0,0.0
2014-12,0.0,-0.009999999999999787,0.03,8.881784197001252e-16,0.0
